3, 3, 101, 310, 39
3, 3, 39, 41, 45
3, 2, 359, 365, 48
3, 3, 1121, 39, 41
3, 2, 228, 39, 48
3, 2, 1481, 38, 39
3, 2, 39, 40, 44
3, 2, 340, 346, 41
3, 4, 38, 39, 604
3, 2, 246, 41, 48
3, 2, 186, 32, 48
3, 2, 32, 41, 927
3, 2, 39, 589, 694
3, 2, 38, 384, 41
3, 2, 1013, 39, 48
3, 4, 32, 38, 47
3, 2, 1710, 41, 48
3, 2, 1402, 39, 48
3, 2, 11, 48, 533
3, 2, 36, 48, 89
3, 2, 1000, 39, 89
3, 8, 38, 39, 740
3, 2, 384, 39, 966
3, 2, 18, 38, 48
3, 2, 1336, 41, 48
3, 2, 15, 38, 48
3, 2, 39, 796, 797
3, 2, 38, 49, 681
3, 4, 357, 38, 41
3, 2, 1280, 38, 41
3, 3, 39, 41, 793
3, 2, 39, 639, 677
3, 2, 2431, 32, 48
3, 2, 38, 41, 794
3, 2, 1475, 39, 48
3, 10, 37, 38, 48
3, 2, 1489, 38, 48
3, 2, 1188, 39, 41
3, 2, 152, 32, 39
3, 2, 176, 39, 41
3, 2, 117, 48, 8
3, 2, 1233, 357, 38
3, 2, 1327, 255, 39
3, 2, 312, 48, 797
3, 2, 38, 39, 866
3, 2, 36, 41, 44
3, 2, 435, 48, 65
3, 2, 370, 41, 48
3, 2, 301, 39, 48
3, 2, 200, 2154, 48
3, 2, 1827, 39, 48
3, 2, 2304, 39, 48
3, 2, 48, 664, 855
3, 2, 289, 41, 48
3, 2, 1393, 41, 48
3, 2, 367, 39, 48
3, 2, 310, 41, 65
3, 3, 155, 38, 48
3, 2, 39, 438, 550
3, 2, 38, 41, 694
3, 2, 2353, 38, 39
3, 2, 38, 48, 95
3, 2, 1352, 41, 48
3, 2, 1659, 38, 39
3, 2, 1080, 1379, 39
3, 2, 1436, 38, 39
3, 3, 170, 39, 740
3, 2, 39, 41, 877
3, 2, 1513, 39, 48
3, 3, 349, 39, 41
3, 2, 2304, 41, 48
3, 2, 36, 44, 45
3, 2, 1154, 1385, 41
3, 3, 1233, 48, 533
3, 2, 1899, 39, 41
3, 11, 38, 39, 89
3, 3, 38, 39, 855
3, 15, 39, 48, 65
3, 2, 441, 48, 796
3, 2, 271, 32, 38
3, 6, 39, 45, 48
3, 3, 346, 38, 41
3, 12, 39, 48, 49
3, 2, 39, 41, 491
3, 3, 39, 48, 833
3, 2, 408, 420, 48
3, 2, 41, 48, 572
3, 3, 41, 48, 589
3, 2, 1789, 48, 703
3, 3, 1318, 475, 48
3, 2, 11, 39, 789
3, 3, 178, 39, 48
3, 2, 38, 796, 797
3, 2, 1062, 155, 48
3, 2, 279, 39, 41
3, 3, 1696, 38, 39
3, 2, 1829, 39, 41
3, 2, 255, 39, 570
3, 3, 41, 48, 79
3, 2, 1105, 39, 48
3, 2, 1696, 39, 41
3, 16, 32, 41, 48
3, 19, 255, 39, 48
3, 2, 3108, 39, 940
3, 2, 255, 36, 41
3, 2, 1135, 340, 41
3, 2, 1198, 255, 39
3, 2, 1260, 39, 48
3, 2, 2304, 39, 41
3, 2, 39, 464, 65
3, 3, 39, 48, 564
3, 2, 310, 338, 65
3, 2, 1070, 32, 636
3, 7, 286, 39, 48
3, 2, 1233, 41, 790
3, 2, 248, 36, 38
3, 2, 1112, 39, 41
3, 2, 248, 36, 41
3, 3, 1153, 1154, 41
3, 3, 38, 49, 56
3, 2, 2566, 39, 48
3, 2, 1615, 41, 48
3, 2, 2015, 39, 48
3, 4, 39, 48, 491
3, 2, 170, 48, 643
3, 2, 1318, 39, 475
3, 2, 312, 38, 41
3, 3, 101, 1327, 48
3, 2, 39, 44, 45
3, 2, 1859, 39, 48
3, 4, 38, 41, 475
3, 2, 297, 39, 48
3, 2, 39, 48, 81
3, 2, 1070, 32, 38
3, 14, 170, 38, 41
3, 2, 39, 435, 65
3, 6, 39, 47, 48
3, 2, 39, 78, 89
3, 2, 1379, 1380, 309
3, 5, 101, 38, 39
3, 2, 1392, 39, 48
3, 2, 284, 39, 41
3, 3, 1433, 155, 48
3, 2, 310, 41, 604
3, 2, 38, 39, 592
3, 3, 36, 39, 740
3, 2, 209, 38, 39
3, 2, 48, 830, 831
3, 2, 1080, 1379, 1380
3, 2, 228, 41, 48
3, 2, 2511, 38, 48
3, 3, 39, 48, 673
3, 2, 255, 37, 39
3, 2, 283, 32, 39
3, 2, 39, 41, 821
3, 2, 2191, 39, 48
3, 2, 1672, 32, 39
3, 2, 39, 41, 44
3, 5, 39, 441, 48
3, 2, 374, 39, 48
3, 3, 260, 39, 48
3, 2, 170, 38, 643
3, 5, 39, 390, 41
3, 2, 39, 40, 45
3, 5, 41, 48, 739
3, 3, 1239, 38, 48
3, 2, 38, 41, 571
3, 3, 39, 48, 535
3, 2, 39, 48, 893
3, 2, 1363, 38, 39
3, 2, 1280, 38, 39
3, 2, 288, 39, 41
