3, 5, 1152, 7540, 1868
3, 4, 32, 7205, 3086
3, 5, 48, 197, 5782
3, 6, 774, 38, 48
3, 4, 48, 2818, 225
3, 7, 824, 39, 260
3, 53, 39, 488, 41
3, 4, 38, 2097, 48
3, 4, 846, 39, 2830
3, 4, 32, 38, 2775
3, 7, 1121, 41, 65
3, 4, 2238, 39, 123
3, 4, 129, 39, 3503
3, 4, 2238, 39, 940
3, 4, 4731, 5948, 422
3, 4, 2170, 39, 41
3, 4, 272, 1361, 107
3, 5, 32, 4516, 48
3, 4, 1537, 39, 36
3, 4, 39, 123, 49
3, 5, 1198, 48, 156
3, 4, 39, 2080, 79
3, 7, 39, 5502, 41
3, 5, 6495, 39, 48
3, 6, 32, 41, 2184
3, 5, 38, 2034, 48
3, 8, 3409, 39, 41
3, 5, 39, 553, 48
3, 4, 470, 32, 101
3, 5, 4310, 32, 41
3, 14, 38, 910, 48
3, 5, 41, 267, 110
3, 5, 60, 32, 9
3, 4, 1055, 48, 32
3, 4, 39, 41, 431
3, 4, 200, 39, 1185
3, 6, 5998, 48, 41
3, 6, 19, 60, 39
3, 4, 48, 3746, 1513
3, 4, 38, 4162, 48
3, 6, 39, 3483, 48
3, 7, 32, 39, 3640
3, 4, 270, 352, 3046
3, 4, 38, 4833, 6082
3, 4, 101, 75, 48
3, 6, 1146, 48, 384
3, 6, 38, 36, 1378
3, 4, 3774, 2486, 535
3, 7, 39, 4240, 48
3, 4, 1986, 533, 41
3, 10, 39, 4488, 41
3, 5, 38, 1179, 48
3, 4, 809, 1697, 2383
3, 4, 32, 4890, 41
3, 4, 225, 6128, 41
3, 9, 48, 2523, 41
3, 4, 38, 65, 3411
3, 5, 39, 6024, 41
3, 10, 32, 2521, 41
3, 5, 1594, 38, 48
3, 49, 150, 39, 48
3, 4, 32, 3119, 48
3, 5, 813, 48, 3270
3, 4, 1053, 48, 2437
3, 4, 1316, 39, 475
3, 5, 175, 38, 3616
3, 4, 947, 186, 48
3, 11, 48, 41, 164
3, 4, 4731, 3565, 1378
3, 4, 38, 4557, 2505
3, 5, 32, 4412, 48
3, 9, 3402, 3537, 48
3, 4, 38, 1803, 48
3, 6, 2443, 39, 48
3, 52, 286, 48, 41
3, 5, 39, 7925, 48
3, 5, 604, 475, 41
3, 4, 9617, 48, 2056
3, 21, 32, 39, 1872
3, 4, 365, 38, 36
3, 4, 32, 39, 1051
3, 4, 32, 1818, 1819
3, 4, 3056, 39, 41
3, 9, 704, 38, 41
3, 4, 740, 39, 783
3, 9, 32, 39, 3330
3, 9, 32, 117, 475
3, 4, 3932, 48, 41
3, 6, 2437, 3724, 237
